
delhi,vrindavan,car,petrol,2,154.46,14.83
delhi,vrindavan,bus,diesel,2,154.46,6.33
pune,sambhajinagar,bike,petrol,2,236.62,5.32
delhi,vrindavan,CNG,CNG,2,154.46,5.79
delhi,vrindavan,car,petrol,2,154.46,14.83
pune,nagpur,car,petrol,2,831.21,79.80
pune,nagpur,CNG,CNG,3,831.21,20.78
